"","Site","Date","Why","Sex","Age","Education","Relationship","Think_about","Trying","Tried_before","Time_since_tried","How_long","GMS_now1","GMS_now2","GMS_now3","GMS_now4","GMS_now5","GMS_now6","GMS_now7","GMS_now8","GMS_now9","GMS_now10","GMS_now11","GMS_now12","GMS_now13","GMS_week1","GMS_week2","GMS_week3","GMS_week4","GMS_week5","GMS_week6","GMS_week7","GMS_week8","GMS_week9","GMS_week10","GMS_week11","GMS_week12","GMS_week13","SIMS1","SIMS2","SIMS3","SIMS4","SIMS5","SIMS6","SIMS7","SIMS8","SIMS9","SIMS10","SIMS11","SIMS12","SIMS13","SIMS14","SIMS15","SIMS16","SIMS_Intrinsic","SIMS_IdenReg","SIMS_ExtReg","SIMS_Amotivation","Times_walk","Mins_walk","Times_vigorous","Mins_vigorous","Times_moderate","Mins_moderate","GMSnStr","GMSfStr","GMSnIM","GMSfIM","GMSnAV","GMSfAV"
"68",1,2013-08-05,"When I had more time on my hands - why not get fitter?",2,22,4,2,3,0,2,NA,NA,7,7,7,10,10,10,8,5,7,4,3,3,3,7,6,6,6,6,5,6,5,6,5,6,4,3,4,3,1,2,3,3,1,1,1,4,1,2,2,2,2,2,10,12,5,7,15,120,3,120,15,135,7,6.33333333333333,8.2,5.5,3,4.33333333333333
"69",1,2013-08-05,"weight gain.",2,34,4,3,12,2,1,100,90,6,8,3,8,8,8,8,8,8,8,7,7,7,5,8,8,8,8,8,8,8,8,8,8,8,8,4,6,6,3,6,6,3,3,5,2,1,1,5,6,6,1,20,20,16,8,3,3,0,0,0,0,5.66666666666667,7,8,8,7,8
"70",1,2013-08-05,"To be happier with myself, life and make my job easier.",1,26,5,3,11,11,1,11,11,10,10,10,10,9,9,9,6,10,0,0,0,8,7,8,9,9,9,9,8,9,10,10,10,2,7,7,7,7,1,5,7,7,6,7,7,1,1,7,7,1,1,26,28,16,9,20,240,20,240,10,240,10,8,7.6,9.25,0,6.33333333333333
"71",1,2013-08-05,"General health and fitness, as well as the specific goal of running a 10K.",2,26,5,1,12,12,1,24,10,7,8,8,8,9,9,10,9,8,9,8,7,8,6,8,8,8,8,9,9,7,8,8,8,8,7,2,NaN,6,5,4,6,5,2,4,6,2,2,6,6,5,2,16,NA,18,11,14,345,3,150,2,150,7.66666666666667,7.33333333333333,8.6,8.25,7.5,7.66666666666667
"72",1,2013-08-05,"I decided to increase my physical activity as I had begun loosing weight at the beginning of the year and have now hit a plateau.",2,23,5,1,15,30,1,30,20,9,10,7,9,7,10,10,10,8,8,8,8,8,7,7,5,7,6,8,9,8,6,7,6,6,7,5,7,4,2,5,7,6,2,3,7,2,2,6,6,5,2,19,27,17,8,2,60,0,0,0,0,8.66666666666667,6.33333333333333,8.4,7,8,6.33333333333333
"73",1,2013-08-05,"health reasons",2,23,1,2,6,6,1,52,6,7,3,6,7,7,7,7,7,7,7,4,6,6,7,7,7,6,6,6,6,6,6,6,6,6,6,4,6,5,2,6,6,6,3,5,5,1,1,6,6,6,1,21,23,18,7,7,140,5,400,0,0,5.33333333333333,7,7,6,5,6
"74",1,2013-08-05,"I know that I'm happiest when I am doing regular physical activity. I am more productive and positive in my life. So I need to prioritise exercise and make sure I do it more regularly.",2,26,2,2,12,4,1,104,52,8,6,6,8,10,10,8,8,10,8,8,8,8,6,5,7,8,5,7,5,5,8,9,9,7,7,5,5,2,2,6,6,5,3,7,7,1,1,7,5,3,2,25,23,11,8,14,200,6,360,2,100,6.66666666666667,6,9.2,7.25,8,7.66666666666667
"75",1,2013-08-05,"For my over all well being.",2,31,4,2,26,6,1,26,2,5,8,5,5,6,7,8,8,8,7,6,5,5,8,8,8,8,8,8,8,8,8,8,8,8,8,5,6,5,3,6,5,3,2,5,6,2,2,5,6,2,2,21,23,12,9,5,120,1,60,0,0,6,8,6.6,8,5.5,8
"76",1,2013-08-05,"Gaining weight and feeling unfit",2,23,4,2,6,52,1,52,12,4,6,3,4,9,10,10,4,4,8,4,3,4,6,6,3,0,0,5,5,0,0,2,7,5,2,1,4,4,1,1,6,6,1,1,5,1,1,2,6,6,1,5,21,17,4,1,15,0,0,0,0,4.33333333333333,5,7,1.75,3.5,4.66666666666667
"77",1,2013-08-05,"more engergy and ready for summer to feel more confident and comfortable",2,34,2,1,6,4,1,9,9,10,10,10,10,9,8,9,7,8,10,10,9,10,9,9,9,9,9,8,8,7,8,9,9,8,8,5,7,4,1,5,7,5,2,4,6,1,1,6,7,7,1,20,27,17,5,14,240,5,300,0,0,10,9,9,8.75,9.5,8.33333333333333
"78",1,2013-08-05,"Because I am not doing as much as a did before I started studying. It is good for you",2,31,4,1,670,670,1,4,1,7,7,6,7,8,NA,9,1,6,7,5,6,8,9,9,9,7,7,NA,9,0,6,4,9,8,8,5,7,7,1,5,7,6,1,4,7,1,1,6,6,3,1,20,27,17,4,10,140,0,0,3,210,6.66666666666667,9,7,6,5.5,8.33333333333333
"79",1,2013-08-05,"To get fitter, stronger and to assist my healthy eating in reaching my fitness/health goals.",2,23,1,2,8,4,1,52,16,10,8,8,8,8,10,10,10,10,8,5,9,9,8,8,8,9,9,9,9,9,10,9,9,9,9,7,7,1,1,7,7,1,1,7,7,1,1,7,7,1,1,28,28,4,4,10,200,7,630,0,0,8.66666666666667,8,8.8,9,7,9
"80",1,2013-08-05,"Overweight, unfit",1,48,1,3,3,1,1,10,1,6,10,8,8,8,8,8,7,7,7,7,7,6,8,8,6,7,7,7,7,6,6,7,7,6,6,6,6,4,2,4,6,5,2,4,4,2,2,5,5,3,2,19,21,14,8,2,30,1,5,1,5,8,7.33333333333333,7.6,7,7,6.33333333333333
"81",1,2013-08-05,"To get fitter, healthier and improve surfing",1,24,2,1,1,26,1,52,12,10,6,8,9,10,10,10,4,10,10,7,7,9,7,8,8,9,9,9,9,3,8,4,6,7,7,5,6,3,1,3,6,5,2,4,6,1,1,6,6,3,1,18,24,12,5,5,100,0,0,0,0,8,7.66666666666667,9.8,7.75,7,6.66666666666667
"82",1,2013-08-05,"Health reasons, weight loss",1,46,5,2,24,16,1,52,16,9,9,8,9,9,9,9,7,8,8,4,3,8,7,9,7,6,6,6,7,7,6,4,7,3,4,5,7,5,1,6,7,7,1,6,7,1,1,7,7,4,1,24,28,17,4,8,520,5,120,0,0,8.66666666666667,7.66666666666667,8.6,5.5,3.5,4.66666666666667
"83",1,2013-08-06,"Improve health  Reduce stress   Increase energy levels",2,29,4,3,10,3,1,24,12,6,7,7,8,8,9,9,10,8,7,9,6,6,6,7,6,7,7,8,8,8,6,3,7,9,7,4,6,5,1,5,7,5,1,5,6,1,1,6,7,3,1,20,26,14,4,5,100,4,140,0,0,6.66666666666667,6.33333333333333,8,6.25,7.5,7.66666666666667
"84",1,2013-08-06,"To challenge myself",2,56,2,2,26,4,1,12,4,9,7,9,9,9,9,7,8,8,8,2,6,8,8,7,8,2,8,8,8,8,9,8,6,6,7,5,6,4,6,6,3,NaN,1,5,7,1,1,6,6,1,1,22,22,NA,9,7,140,4,145,0,0,8.33333333333333,7.66666666666667,8.6,6.5,4,6.33333333333333
"85",1,2013-08-06,"To become fit and healthy.",2,22,4,1,24,8,1,52,4,8,7,6,8,8,7,8,10,8,8,8,7,7,8,8,6,8,8,8,10,10,8,8,7,8,7,4,7,4,1,4,7,4,2,5,5,1,1,4,7,1,3,17,26,10,7,6,220,3,160,0,0,7,7.33333333333333,7.8,8,7.5,7.33333333333333
"86",1,2013-08-06,"I wanted to be healthy.",2,22,4,2,26,12,2,NA,NA,6,6,6,7,7,7,10,9,8,0,5,5,5,3,3,3,6,6,6,9,9,9,0,5,5,0,2,7,2,1,1,7,1,1,3,7,1,1,6,6,1,1,12,27,5,4,6,120,2,120,0,0,6,3,5.8,4.5,5,3.33333333333333
"87",1,2013-08-06,"Getting older & becoming more aware of changes to my body",2,40,5,3,12,10,1,5,3,7,9,7,7,7,9,9,9,6,8,6,9,9,9,9,7,8,8,8,9,9,7,7,8,8,8,4,6,5,2,3,6,5,3,3,5,3,2,7,6,2,2,17,23,15,9,2,120,1,45,1,60,7.66666666666667,8.33333333333333,7.4,7.75,7.5,8
"88",1,2013-08-06,"To get fitter for soccer",2,30,4,1,2,2,2,NA,NA,10,8,8,8,8,8,10,10,8,6,8,6,6,10,7,8,9,8,9,9,9,8,5,9,8,8,4,5,2,1,2,5,2,1,6,6,1,1,6,5,1,1,18,21,6,4,10,360,8,370,5,100,8.66666666666667,8.33333333333333,7.6,7.75,7,8.33333333333333
"89",1,2013-08-06,"tO IMPROVE OVERALL HEALTH",2,63,4,3,8,6,1,10,2,8,8,9,9,9,9,10,2,10,7,7,7,7,7,8,8,8,8,8,9,2,9,8,7,7,6,5,6,3,2,5,6,3,3,4,6,NaN,1,6,6,1,2,20,24,NA,8,5,180,2,40,0,0,8.33333333333333,7.66666666666667,8.8,8,7,6.66666666666667
"90",1,2013-08-06,"Appearance",1,21,3,2,30,3,2,NA,NA,8,6,8,9,10,10,10,10,9,7,9,7,8,9,7,9,10,10,10,10,10,10,7,10,10,10,1,6,4,1,1,6,1,1,1,6,1,1,1,7,1,1,4,25,7,4,7,400,3,180,1,40,7.33333333333333,8.33333333333333,9,9.25,8,10
"91",1,2013-08-06,"To regain fitness and lose a few kilos",2,19,3,1,4,0,1,6,2,6,8,3,5,7,7,8,2,9,9,7,2,6,6,7,5,7,7,8,8,3,9,9,7,7,4,4,6,4,6,5,5,4,5,4,5,3,4,4,3,4,4,17,19,15,19,3,60,2,30,4,120,5.66666666666667,6,7.4,7.75,4.5,6
"92",1,2013-08-06,"I just wanted to feel good - physically and mentally",2,20,3,1,26,26,1,40,6,10,10,8,9,9,10,10,9,NA,10,7,8,6,8,10,8,7,7,7,7,8,8,7,7,7,7,4,7,5,2,4,7,7,3,3,5,5,1,6,7,5,2,17,26,22,8,7,180,1,30,4,45,9.33333333333333,8.66666666666667,9.5,7,7.5,7
"93",1,2013-08-06,"Mental health benefits and physical confidence",2,21,1,1,300,300,1,36,30,10,10,9,8,9,10,10,10,7,10,10,10,10,10,10,10,10,10,10,8,9,4,4,10,10,10,7,7,1,1,7,7,1,1,7,7,1,1,7,7,3,1,28,28,6,4,8,90,8,800,1,90,9.66666666666667,10,8.8,8.5,10,10
"94",1,2013-08-06,"After a shocking break-up and other tremulous events which lead to a decrease in my exercise regime. After 3  months I decided to get back on the horse so to speak and have noticed and dramatic effect taken place in my attitude to life.",2,19,3,1,6,4,1,4,4,8,9,7,7,6,9,8,6,6,6,4,4,3,8,8,6,7,7,6,9,9,5,5,8,8,8,6,7,6,1,5,7,6,1,6,7,1,1,6,6,6,1,23,27,19,4,5,120,3,180,1,60,8,7.33333333333333,6.8,6.25,4,8
"95",1,2013-08-06,"HEALTH",2,40,5,3,2,2,1,12,1,7,9,6,7,6,4,8,9,6,6,8,6,6,6,8,5,7,7,8,8,7,7,6,7,6,5,2,4,2,1,5,5,2,1,4,5,1,1,5,6,1,1,16,20,6,4,4,120,0,0,0,0,7.33333333333333,6.33333333333333,5.8,7,7,6
"96",1,2013-08-07,"To become fitter and healthier, to make the most of life, lose weight, and enjoy the positive effect of exercise on general well-being.",1,26,4,2,52,30,1,5,2,10,8,7,8,8,7,9,9,8,9,5,5,4,7,8,7,8,8,9,9,8,9,8,6,7,6,4,6,2,1,4,6,2,1,7,5,1,1,7,7,5,2,22,24,10,5,3,140,3,100,1,60,8.33333333333333,7.33333333333333,8,8.25,5,6.33333333333333
"97",1,2013-08-07,"Get strong and back to previous strength i was at 2 years ago. Fat loss",2,35,4,3,52,4,1,400,200,10,7,8,9,8,8,7,1,9,6,7,7,6,7,6,8,6,5,5,6,1,6,2,5,6,4,3,5,1,1,3,7,2,1,6,6,1,1,6,7,2,1,18,25,6,4,10,120,2,100,1,90,8.33333333333333,7,8,4.5,7,5
"98",1,2013-08-07,"Have had health issues and physical activity has decreased  because of this",2,57,5,3,4,1,1,24,20,7,8,7,8,8,8,8,3,7,8,6,6,8,5,7,3,3,3,3,3,1,3,1,3,3,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.33333333333333,5,7.8,2.5,6,3.33333333333333
"99",1,2013-08-07,"For appearance and quitting smoking.",2,26,4,1,24,4,1,72,24,6,4,6,10,10,10,10,10,10,10,10,10,8,5,5,5,4,2,4,3,1,1,3,4,7,5,4,4,1,3,5,7,1,2,1,5,1,1,2,5,1,2,12,21,4,8,15,240,10,120,0,0,5.33333333333333,5,10,3.25,10,5.33333333333333
"100",1,2013-08-07,"Return to former level of cardiovascular fitness.  Feel better mentally - increase endorphins.  Lose small amount of weight.",2,35,5,3,9,8,1,70,12,9,6,7,10,10,9,8,2,8,8,1,3,4,3,5,2,3,4,6,6,2,4,2,4,2,3,3,7,1,1,4,7,1,2,3,6,1,1,5,6,1,1,15,26,4,5,2,60,0,0,3,20,7.33333333333333,3.33333333333333,9,3.75,2,3
"101",1,2013-08-07,"to lose weight",2,52,4,3,6,2,1,6,2,7,9,5,5,5,5,5,8,5,7,7,8,8,4,7,4,5,5,8,8,3,5,5,7,7,8,4,4,NaN,2,2,5,6,2,4,4,1,1,5,5,4,2,15,18,NA,7,3,50,1,10,2,60,7,5,5.4,5.75,7.5,7.33333333333333
"102",1,2013-08-07,"to feel better about myself and have a summer body",2,23,3,1,16,12,1,52,32,9,10,9,8,8,10,10,10,10,9,8,8,9,9,10,9,9,9,10,10,10,10,9,10,8,8,6,7,5,2,5,7,6,2,6,7,2,2,7,6,2,2,24,27,15,8,6,190,2,60,1,30,9.33333333333333,9.33333333333333,9,9.25,8,8.66666666666667
"103",1,2013-08-07,"Health benefits",1,18,3,1,10,5,1,52,4,7,6,5,8,8,7,9,4,6,9,7,8,7,6,5,3,3,4,8,6,NA,7,5,7,6,7,4,4,5,5,6,5,3,5,6,5,6,7,6,5,6,6,22,19,20,23,4,40,0,6,2,320,6,4.66666666666667,7.6,5,7.5,6.66666666666667
"104",1,2013-08-07,"To be fit and healthy!",2,22,3,2,52,0,1,12,16,5,10,5,5,6,5,8,8,5,5,8,7,5,5,8,5,4,4,4,8,4,4,4,5,5,5,6,1,1,1,3,3,3,1,3,3,1,1,3,1,7,3,15,8,12,6,20,200,0,0,0,0,6.66666666666667,6,5.2,4,7.5,5
"105",1,2013-08-07,"Sitting down at a desk all day isn't good for your posture or health. Spending 30-60 minutes in the gym I thought would help this",2,20,4,2,8,20,1,20,12,7,9,9,8,9,7,10,9,10,9,5,6,5,8,9,8,9,9,9,9,9,9,9,8,8,8,6,7,6,6,6,6,6,5,5,6,5,6,6,7,6,6,23,26,23,23,6,70,4,180,1,30,8.33333333333333,8.33333333333333,8.6,9,5.5,8
"106",1,2013-08-07,"for better health and energy improvement",2,57,4,2,6,4,1,104,48,7,5,4,5,8,9,9,5,10,8,7,3,1,5,7,3,6,5,7,9,6,4,8,3,4,2,5,4,3,4,3,3,6,4,4,5,5,3,6,6,6,6,18,18,20,17,16,320,2,30,0,0,5.33333333333333,5,8,6.5,5,3
"107",1,2013-08-07,"For my own health and well-being.",1,24,2,2,35,80,1,66,52,8,10,7,10,10,10,10,10,8,10,8,8,9,8,10,10,9,7,7,10,9,8,10,10,10,10,5,6,6,2,5,7,6,1,4,7,4,1,7,7,7,1,21,27,23,5,4,90,6,360,0,0,8.33333333333333,9.33333333333333,9.6,8.25,8,10
"108",1,2013-08-07,"increase fittness and weight loss",2,22,5,1,4,4,1,20,4,8,8,7,8,8,8,8,8,8,8,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,6,6,4,4,5,6,5,4,6,6,4,4,6,6,6,4,23,24,19,16,14,160,5,300,0,0,7.66666666666667,8,8,8,7,8
"109",1,2013-08-07,"RESEARCH NEW METHODS AND TECNIQUES",1,24,5,1,2,1,1,2,2,8,8,8,8,9,8,9,6,8,8,6,8,8,8,7,8,8,8,8,8,8,8,8,7,8,7,6,6,4,2,5,6,5,2,6,6,2,2,6,6,4,2,23,24,15,8,5,100,7,7,0,0,8,7.66666666666667,8.2,8,7,7.33333333333333
"110",1,2013-08-07,"Health & wellness Benefits  physical apparence",2,25,5,1,52,16,1,52,4,5,5,4,4,5,6,5,6,4,5,7,7,7,8,6,4,9,7,7,7,6,5,5,9,9,8,4,5,5,2,3,5,5,3,3,4,1,1,5,5,3,1,15,19,14,7,1,60,1,20,0,0,4.66666666666667,6,4.8,7,7,8.66666666666667
"111",1,2013-08-07,"Overweight",2,22,4,2,10,10,1,30,12,10,10,8,5,7,10,10,7,6,3,1,1,4,5,7,4,5,6,10,10,7,6,4,5,5,5,2,6,3,1,5,7,5,1,5,7,1,1,7,7,3,1,19,27,12,4,4,360,3,120,0,0,9.33333333333333,5.33333333333333,6.2,6.25,1,5
"112",1,2013-08-07,"Physical fitness, to feel better.",1,28,1,2,12,12,1,3,7,10,8,8,10,10,10,10,10,10,6,0,3,7,7,7,7,8,8,8,8,8,8,8,6,4,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.66666666666667,7,9.2,8,1.5,4.66666666666667
"113",1,2013-08-07,"Fat",2,24,5,3,3,1,1,10,8,10,10,10,9,9,9,9,9,9,9,0,7,9,8,9,9,9,10,10,10,10,10,10,10,5,10,6,1,4,1,3,4,3,3,4,6,1,2,5,3,4,2,18,14,12,8,15,200,0,0,6,180,10,8.66666666666667,9,9.75,3.5,8.33333333333333
"114",1,2013-08-07,"Beer gut",1,25,5,1,26,6,1,52,16,10,10,10,8,8,10,10,10,7,7,10,10,7,9,8,9,9,9,9,10,NA,8,6,8,8,8,6,5,3,5,6,6,6,4,7,4,3,3,7,7,7,7,26,22,19,19,15,400,4,180,1,20,10,8.66666666666667,8,8.25,10,8
"115",1,2013-08-07,"To improve fitness levels and self confidence",2,22,4,1,5,3,1,15,6,7,9,6,8,8,9,9,7,7,8,9,8,7,8,9,6,7,8,9,8,9,8,9,9,8,8,5,6,6,3,6,6,6,3,5,6,3,2,6,6,5,3,22,24,20,11,15,5,2,120,1,40,7.33333333333333,7.66666666666667,8,8.25,8.5,8.33333333333333
"116",1,2013-08-08,"More fitness",2,29,5,1,8,5,1,5,2,6,4,5,5,5,5,7,7,7,6,0,0,5,5,3,4,3,2,3,5,3,5,3,0,0,0,7,5,3,1,NaN,5,2,2,7,7,1,1,7,7,2,2,NA,24,8,6,10,120,3,30,0,0,5,4,5.6,2.75,0,0
"117",1,2013-08-08,"To become fitter",2,20,3,2,2,2,1,5,2,10,10,10,9,9,10,10,10,10,7,7,8,9,10,10,10,10,10,10,10,10,10,10,10,10,10,7,7,5,3,7,7,6,2,6,7,2,1,7,7,2,1,27,28,15,7,8,220,5,180,5,300,10,10,9,10,7.5,10
"118",1,2013-08-08,"Increase enjoyment, fitness",1,23,3,1,10,26,1,52,10,8,3,8,8,8,9,9,5,6,7,7,6,5,8,5,8,7,7,8,8,4,7,4,6,6,6,7,7,2,1,7,7,2,1,7,7,1,1,7,7,1,1,28,28,6,4,6,200,7,200,5,50,6.33333333333333,7,7.6,6.5,6.5,6
"119",1,2013-08-08,"Be fit and skinny",2,25,4,1,2,1,1,40,24,9,8,9,8,9,8,8,9,9,9,5,7,7,7,8,8,7,7,8,7,7,8,6,7,6,7,3,4,3,2,5,5,4,5,4,4,2,2,6,5,4,4,18,18,13,13,4,130,4,200,0,0,8.66666666666667,7.66666666666667,8.6,7,6,6.66666666666667
"120",1,2013-08-08,"recent weight gain from living abroad and over eating",2,22,4,2,4,2,2,NA,NA,7,8,8,7,8,8,8,6,8,8,6,8,7,7,8,8,7,8,7,9,7,8,9,8,8,8,3,5,1,1,3,6,2,1,4,6,1,1,6,6,1,1,16,23,5,4,8,120,0,0,4,40,7.66666666666667,7.66666666666667,7.8,7.75,7,8
"121",1,2013-08-11,"Health benefits",2,29,4,3,4,1,1,12,3,8,10,8,8,9,8,10,5,8,8,5,5,7,8,8,8,8,8,7,8,7,8,2,7,7,7,1,7,2,1,4,7,2,1,5,7,1,1,7,7,2,1,17,28,7,4,5,90,2,90,0,0,8.66666666666667,8,8.2,6.25,5,7
"122",1,2013-08-12,"Lose some extra kg's and improve my cardiovascular fitness",1,24,2,3,4,1,1,4,4,9,9,9,9,9,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,6,6,3,2,5,6,2,2,5,6,1,1,6,5,1,2,22,23,7,7,14,240,1,12,0,0,9,9,8.8,9,9,9
"123",1,2013-08-12,"Due to ongoing health issues regarding toxins in liver and body.",2,22,1,2,6,4,1,17,6,10,9,9,5,8,9,10,10,10,9,6,8,10,9,10,9,10,10,10,9,9,9,10,8,7,8,5,5,4,5,4,5,4,4,5,6,4,4,4,4,4,4,18,20,16,17,20,300,2,120,0,0,9.33333333333333,9.33333333333333,8.2,10,7,7.66666666666667
"124",1,2013-08-12,"To become fit and lose weight",2,21,3,1,52,52,1,4,2,10,10,8,8,7,10,10,10,7,5,8,8,8,10,10,7,7,8,9,9,9,6,6,9,10,10,4,5,5,2,5,5,5,5,5,5,3,5,5,5,5,2,19,20,18,14,10,120,2,120,0,0,9.33333333333333,9,7.4,7.5,8,9.66666666666667
"125",1,2013-08-12,"Health benefits  Weight loss",2,26,2,1,52,26,1,15,10,8,10,8,7,6,7,10,9,5,7,6,5,7,6,8,5,7,6,8,8,8,6,5,8,7,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.66666666666667,6.33333333333333,6.4,6.5,5.5,7
"126",1,2013-08-12,"I have always been interested in fitness, having been a dancer and gymnast since childhood. I recently had to stop PT sessions for financial reasons and I am deciding upon gym membership at the moment.",2,24,4,2,4,200,1,100,100,8,8,6,8,8,9,10,2,8,9,8,8,9,9,10,9,8,9,9,10,2,8,9,8,8,8,3,7,6,1,3,7,7,3,3,6,1,5,7,7,7,1,16,27,21,10,3,120,0,0,0,0,7.33333333333333,9.33333333333333,8.4,8.75,8,8
"127",1,2013-08-12,"To make travel easier",2,25,5,1,52,52,1,52,25,9,9,9,8,8,9,9,8,8,8,4,3,4,8,8,8,3,2,7,7,3,5,3,3,3,1,3,6,3,1,3,6,3,4,3,6,1,2,5,5,2,2,14,23,9,9,10,60,0,0,0,0,9,8,8.2,3.75,3.5,2.33333333333333
"128",1,2013-08-12,"To be healthy",2,21,2,1,2,1,1,52,4,10,10,8,8,8,10,10,10,10,8,10,10,10,9,10,8,10,10,10,10,10,10,10,10,10,10,4,7,4,1,2,7,7,1,2,7,1,1,4,7,6,1,12,28,18,4,5,120,3,45,0,0,9.33333333333333,9,8.8,10,10,10
"129",1,2013-08-12,"For fitness, weight loss, mental health, and over all better health in general",2,52,2,3,12,2,1,32,10,7,10,5,7,7,7,7,7,7,7,7,5,5,5,8,5,5,5,7,7,7,5,8,5,5,5,5,5,5,1,4,5,5,1,4,5,1,1,5,5,5,1,18,20,16,4,18,180,4,60,0,0,7.33333333333333,6,7,6.25,6,5
"130",1,2013-08-12,"Keep fit",1,28,5,1,30,3,1,52,35,9,8,5,6,8,8,9,6,7,9,5,5,5,4,0,1,0,0,1,1,0,0,0,1,0,0,4,6,6,2,3,6,4,3,2,5,1,1,6,5,5,1,15,22,16,7,5,60,1,240,0,0,7.33333333333333,1.66666666666667,7.6,0.25,5,0.333333333333333
"131",1,2013-08-12,"Putting on too much weight.",2,21,1,3,4,2,1,12,2,7,9,4,4,6,9,9,9,4,6,6,7,3,8,9,4,5,5,7,7,7,3,6,7,8,7,4,5,5,3,4,7,6,2,3,7,1,1,3,6,NaN,1,14,25,NA,7,10,150,3,60,0,0,6.66666666666667,7,5.8,5.75,6.5,7.33333333333333
"132",1,2013-08-12,"Beginning of 2013",2,22,4,1,21,21,1,21,6,10,7,10,9,9,10,10,9,9,9,10,10,10,9,9,10,10,10,10,10,9,10,10,10,10,10,6,6,6,1,7,7,5,1,6,7,1,1,7,7,5,1,26,27,17,4,7,270,8,480,1,60,9,9.33333333333333,9.2,10,10,10
"133",1,2013-08-12,"I like to be fit and slim and healthy",2,29,2,2,4,54,1,110,60,7,7,8,9,9,9,9,9,9,10,7,6,6,8,7,9,7,7,5,8,8,6,4,7,6,4,4,7,3,1,3,7,1,1,4,7,1,1,7,7,1,1,18,28,6,4,5,150,3,150,0,0,7.33333333333333,8,9.2,5.75,6.5,5.66666666666667
"134",1,2013-08-12,"health, weight",2,24,5,3,52,12,1,200,12,6,8,6,8,8,7,10,9,9,7,4,2,2,1,7,2,6,6,6,6,6,8,7,7,7,5,2,6,4,1,1,6,6,1,1,6,4,1,4,6,5,1,8,24,19,4,10,160,4,240,0,0,6.66666666666667,3.33333333333333,7.8,6.25,3,6.33333333333333
"135",1,2013-08-12,"So I stopped putting on weight after our holiday",2,22,3,2,7,2,1,52,16,7,6,6,7,7,6,6,5,6,7,7,7,7,7,8,6,7,7,7,6,5,7,7,7,7,7,5,6,5,1,6,6,2,2,6,5,1,1,6,6,1,1,23,23,9,5,5,220,7,290,1,20,6.33333333333333,7,6.6,7,7,7
"136",1,2013-08-12,"Fitness & health",2,26,4,2,4,2,1,8,52,10,10,10,10,10,10,10,10,10,9,10,9,10,10,10,10,10,10,10,10,10,10,10,8,9,9,6,7,5,1,7,7,NaN,1,7,7,1,1,7,7,1,1,27,28,NA,4,10,300,10,300,3,150,10,10,9.8,10,9.5,8.66666666666667
"137",1,2013-08-12,"because i liked being active before my complex knee reconstruction and have continually tried to do activities since",1,25,4,1,15,15,1,100,85,8,9,8,8,8,8,8,8,8,8,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,1,1,7,7,1,1,7,7,1,1,7,7,1,1,28,28,4,4,32,341,5,330,0,0,8.33333333333333,6,8,6,6,6
"138",1,2013-08-12,"I wanted to start playing sport again.",1,23,3,2,10,8,1,1,1,7,2,10,9,9,5,5,5,7,5,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,6,6,1,1,6,7,1,1,7,7,1,1,1,1,1,1,20,21,4,4,20,300,10,180,5,100,6.33333333333333,9,7,9,8,9
"139",1,2013-08-12,"Lose weight",2,23,1,3,12,3,1,52,6,7,7,6,7,7,8,8,7,8,7,7,7,7,6,7,6,7,7,7,7,7,7,7,6,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,20,20,20,20,10,180,3,30,1,20,6.66666666666667,6.33333333333333,7.4,7,7,6.66666666666667
"140",1,2013-08-12,"Onset of chest pain, not heart but muscloskeletal - wake up call!",2,54,5,3,52,3,1,52,4,6,9,7,7,4,4,6,6,8,7,7,8,7,3,8,6,4,3,3,5,7,NA,7,9,9,9,6,7,3,1,4,5,4,2,2,5,2,1,4,6,NaN,1,16,23,NA,5,10,170,0,0,5,170,7.33333333333333,5.66666666666667,6,4.25,7.5,9
"141",1,2013-08-12,"To increase my fitness, health and well-being.",1,22,4,1,12,8,1,20,8,5,7,3,5,7,9,9,6,6,6,4,5,5,6,6,6,6,6,6,6,7,7,5,7,6,6,5,6,3,1,4,6,2,1,4,6,1,1,5,6,2,2,18,24,8,5,6,80,3,180,2,20,5,6,6.6,5.75,4.5,6.33333333333333
"142",1,2013-08-12,"To become more toned and train for half marathon",2,23,4,1,5,5,1,10,4,7,7,8,8,8,9,9,4,7,5,7,6,8,7,7,6,6,6,6,6,6,6,5,6,6,6,4,1,NaN,1,4,NaN,4,1,2,7,1,1,5,4,3,1,15,NA,NA,4,4,120,4,140,0,0,7.33333333333333,6.66666666666667,7.4,5.75,6.5,6
