"","Site","Date","Why","Sex","Age","Education","Relationship","Think_about","Trying","Tried_before","Time_since_tried","How_long","GMS_now1","GMS_now2","GMS_now3","GMS_now4","GMS_now5","GMS_now6","GMS_now7","GMS_now8","GMS_now9","GMS_now10","GMS_now11","GMS_now12","GMS_now13","GMS_week1","GMS_week2","GMS_week3","GMS_week4","GMS_week5","GMS_week6","GMS_week7","GMS_week8","GMS_week9","GMS_week10","GMS_week11","GMS_week12","GMS_week13","SIMS1","SIMS2","SIMS3","SIMS4","SIMS5","SIMS6","SIMS7","SIMS8","SIMS9","SIMS10","SIMS11","SIMS12","SIMS13","SIMS14","SIMS15","SIMS16","SIMS_Intrinsic","SIMS_IdenReg","SIMS_ExtReg","SIMS_Amotivation","Times_walk","Mins_walk","Times_vigorous","Mins_vigorous","Times_moderate","Mins_moderate","GMSnStr","GMSfStr","GMSnIM","GMSfIM","GMSnAV","GMSfAV"
"143",1,2013-08-12,"Noticed a loss of strength and fitness. Struggling to maintain weight.",2,22,2,3,5,2,1,36,25,6,8,4,7,7,8,8,5,5,5,2,3,2,5,4,3,3,3,3,3,2,2,3,3,3,3,3,5,4,3,3,4,3,4,5,3,2,2,4,3,2,2,15,15,11,11,20,720,5,300,3,180,6,4,6.4,3,2.5,3
"144",1,2013-08-12,"Health",1,25,1,1,21,13,1,40,1,10,10,8,7,8,8,9,8,9,9,6,6,6,7,8,8,8,8,9,9,9,9,6,7,7,7,5,7,5,2,6,7,7,1,6,7,1,1,7,7,1,1,24,28,14,5,15,360,25,840,5,300,9.33333333333333,7.66666666666667,8.2,7.75,6,7
"145",1,2013-08-12,"TRAINING FOR TOUGH MUDDER/SUMMER",1,24,2,3,4,10,1,30,10,6,9,8,8,9,9,10,6,10,8,6,8,9,8,8,7,7,9,9,10,8,9,10,8,5,7,5,6,4,2,4,6,5,3,4,6,2,2,5,4,4,2,18,22,15,9,5,150,4,160,0,0,7.66666666666667,7.66666666666667,8.8,8.75,7,6.66666666666667
"146",1,2013-08-12,"to loose more weight",2,33,4,3,4,4,1,32,8,7,10,7,8,8,9,10,8,5,6,6,6,7,8,9,7,7,5,7,9,9,8,5,6,7,7,5,5,4,2,5,6,3,2,6,5,1,1,6,3,NaN,1,22,19,NA,6,5,60,5,300,1,60,8,8,7.2,6,6,6.66666666666667
"147",1,2013-08-12,"Strengthened muscles, more tone",1,27,1,1,26,25,2,NA,NA,10,6,8,9,10,10,9,8,10,0,7,9,7,9,8,9,9,9,10,9,10,8,0,9,9,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8.66666666666667,7.8,7,8,9.33333333333333
"148",1,2013-08-12,"Lose Weight",2,25,4,1,12,2,1,52,4,7,9,7,6,7,8,8,7,6,4,6,6,5,9,8,7,8,8,8,8,7,5,4,6,5,6,2,5,6,2,3,5,2,2,3,5,2,2,4,5,2,1,12,20,12,7,8,180,1,30,5,120,7.66666666666667,8,6.2,7,6,5.66666666666667
"149",1,2013-08-12,"Health and fitness",2,59,4,3,4,4,1,8,4,9,9,9,3,3,3,3,3,3,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,3,NA,1,NA
"150",1,2013-08-12,"to try to keep off some weight I lost when sick recently",2,71,5,3,5,5,1,200,25,7,9,4,6,6,4,6,4,5,2,4,1,1,3,6,2,1,0,0,5,2,2,0,3,5,1,1,7,6,4,1,6,4,4,2,4,2,2,4,6,5,4,8,23,17,14,3,50,1,10,2,40,6.66666666666667,3.66666666666667,4.6,0.25,2.5,3
"151",1,2013-08-12,"Because of how I look",2,24,4,3,5,1,1,52,20,7,10,3,4,5,6,7,5,4,6,7,4,4,2,8,1,6,6,7,7,7,5,4,2,3,4,2,7,6,1,2,7,7,3,2,3,3,2,5,6,6,2,11,23,22,8,5,60,0,0,3,120,6.66666666666667,3.66666666666667,5,5.75,5.5,3
"152",1,2013-08-12,"Create a healthier lifestyle",1,23,2,2,250,250,1,60,100,10,7,10,10,10,10,10,10,10,7,8,9,10,10,7,9,8,9,9,9,7,9,5,10,10,10,7,7,5,2,4,6,5,1,6,7,1,1,7,7,1,1,24,27,12,5,3,45,6,360,3,300,9,8.66666666666667,9.4,7.75,8.5,10
"153",1,2013-08-12,"Getting plenty of cardio but no weight training",2,59,5,5,100,100,2,NA,NA,8,8,6,8,8,8,8,8,8,8,6,6,6,6,8,6,6,8,8,8,6,8,NA,7,7,7,1,7,7,1,1,7,7,1,1,7,1,1,7,7,7,1,10,28,22,4,12,720,0,0,0,0,7.33333333333333,6.66666666666667,8,7.33333333333333,6,7
"154",1,2013-08-12,"Keep fit and reduce stress levels.",2,26,4,3,16,4,1,26,4,7,9,8,6,7,7,8,8,7,10,8,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,5,7,5,7,6,7,7,6,6,7,4,6,7,7,4,5,24,28,20,24,3,300,1,60,0,0,8,8,7.4,8,7.5,8
"155",1,2013-08-12,"Increased fitness",2,31,2,2,5,2,1,52,12,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,7,7,1,1,7,7,1,1,7,7,1,1,7,7,1,1,28,28,4,4,10,120,7,500,1,30,10,10,10,10,10,10
"156",1,2013-08-12,"Have gained weight, also for health reasons",2,49,4,3,52,0,1,208,12,5,8,3,5,5,5,6,1,2,5,6,5,6,2,7,2,1,1,1,3,0,1,0,3,2,1,2,4,6,2,3,5,4,4,3,4,6,3,5,6,6,1,13,19,22,10,3,120,1,10,3,120,5.33333333333333,3.66666666666667,4.4,0.75,5.5,2
"157",1,2013-08-12,"Changes in lifestyle (study and work) meant that exercise during regular day to day activities was not sufficient to maintain good health. It may also have been that my general ability to get by on any sort of lifestyle choices for periods of time without losing fitness was declining with the years. I want to stay fit and be able to engage in things I like doing in the future.",2,24,4,1,104,6,1,6,6,8,10,7,7,7,8,9,3,9,9,7,7,7,8,5,3,5,4,4,8,5,5,0,6,6,7,3,6,3,1,6,6,3,2,5,5,2,1,6,6,6,2,20,23,14,6,1,20,4,240,0,0,8.33333333333333,5.33333333333333,8,3.25,7,6.33333333333333
"158",1,2013-08-12,"to feel better about myself  stress management  make the most of my day",2,30,3,3,52,70,1,8,3,9,9,9,6,8,9,9,8,9,9,8,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,8.2,NA,8,NA
"159",1,2013-08-12,"control type 2 diabetes, improve general health, get fit, lose weight, as a self discipline, gain a more positive frame of mind",2,54,4,3,9,0,1,36,36,6,10,6,5,6,6,7,4,4,7,7,6,5,4,8,5,5,5,6,6,6,3,5,7,6,7,2,6,6,1,4,7,6,1,3,7,1,1,5,7,6,1,14,27,19,4,3,30,0,0,0,0,7.33333333333333,5.66666666666667,5.6,5.25,6.5,6.66666666666667
"160",1,2013-08-12,"After having a baby",2,26,1,3,3,0,1,104,104,8,8,8,10,10,10,10,10,10,10,10,3,3,4,5,5,5,5,5,5,0,0,5,5,7,3,4,6,3,1,5,6,3,1,4,4,2,1,6,7,2,1,19,23,10,4,0,0,0,0,0,0,8,4.66666666666667,10,5,6.5,5
"161",1,2013-08-12,"approaching 50 trying to increase my level of fitness",1,49,2,3,12,6,1,52,10,5,7,5,8,8,10,9,8,10,10,6,6,6,5,8,5,5,5,8,8,8,8,8,6,7,5,6,6,1,1,7,7,1,1,7,NaN,1,1,7,6,4,1,27,NA,7,4,4,180,2,120,0,120,5.66666666666667,6,9.2,6.5,6,6
"162",1,2013-08-12,"Age , to keep up with my Boys, better health and increase motivation.",1,42,1,3,104,104,1,208,6,8,9,8,8,9,10,10,8,9,8,8,8,8,8,8,10,9,8,9,9,9,9,9,8,8,7,6,7,5,1,4,7,7,1,7,7,3,1,7,7,4,1,24,28,19,4,6,30,5,360,4,240,8.33333333333333,8.66666666666667,8.8,8.75,8,7.66666666666667
"163",1,2013-08-12,"Just to return to my usual activity after slacking off due to being to busy with study",1,19,3,1,8,4,1,10,6,6,6,6,7,9,7,7,5,6,6,6,5,5,3,2,5,4,3,4,3,4,3,3,4,4,3,5,5,3,6,5,5,6,4,6,5,5,5,5,4,6,6,21,19,20,21,8,300,4,300,2,100,6,3.33333333333333,7,3.5,5.5,3.66666666666667
"164",1,2013-08-12,"Overall health and well being as well as the benefits to physical appearance.",2,27,2,3,52,48,1,100,12,8,7,8,9,10,10,10,9,9,9,8,9,9,10,9,9,9,8,9,9,8,9,9,9,8,9,7,6,5,1,7,7,5,1,1,6,1,1,7,7,1,1,22,26,12,4,7,90,4,240,2,30,7.66666666666667,9.33333333333333,9.4,8.75,8.5,8.66666666666667
"165",1,2013-08-12,"Took a break from exercise for a holiday, and am home now and ready to get fit",2,23,2,2,8,1,1,52,45,10,10,10,9,8,10,10,10,8,7,9,9,9,10,10,10,8,8,9,10,10,7,8,9,9,9,6,7,4,1,5,7,4,1,5,7,1,1,7,7,5,1,23,28,14,4,6,180,4,4,0,0,10,10,8.4,8.25,9,9
"166",1,2013-08-12,"overweight and high blood pressure",1,55,2,3,8,1,1,1,1,10,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,7,7,7,1,5,7,5,1,5,7,5,1,7,7,5,1,24,28,22,4,3,180,3,180,1,200,9.33333333333333,10,10,10,10,10
"167",1,2013-08-12,"To improve general health as well as strength/muscle mass for sports performance.",1,25,4,1,10,2,1,24,12,9,7,7,8,8,9,8,7,8,6,5,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.66666666666667,NA,7.8,NA,6,NA
"168",1,2013-08-12,"To lose weight and be able to run 5km",2,23,4,1,5,1,1,30,4,8,9,5,6,9,10,9,9,5,6,9,7,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.33333333333333,NA,7.2,NA,8,NA
"169",1,2013-08-12,"I have recently stopped drinking alcohol, smoking and eating junk food. An increase of exercise will shorten the amount of time my body will need to recover from my previous habits.",1,23,3,2,20,2,1,40,8,7,10,6,10,10,10,10,6,8,9,9,8,8,10,10,10,6,6,10,10,7,10,8,9,9,7,5,7,4,1,2,6,4,1,4,7,2,2,6,6,2,2,17,26,12,6,1,40,5,270,3,60,7.66666666666667,10,9.4,7.5,8.5,8.33333333333333
"170",1,2013-08-12,"In order to not lose what I have in terms of mobility",2,57,4,3,4,4,1,12,3,10,10,7,8,9,10,6,8,NA,10,7,7,6,6,7,8,7,7,7,8,6,7,10,5,8,6,4,1,1,1,1,1,1,4,2,5,1,1,2,1,1,1,9,8,4,7,4,160,0,0,4,120,9,7,9.25,7.75,7,6.33333333333333
"171",1,2013-08-12,"Excess weight decreases activity",1,59,2,1,6,20,1,104,20,5,8,5,8,7,8,8,8,8,6,8,7,7,8,8,6,7,8,8,8,8,7,6,8,8,7,5,6,4,4,5,6,6,4,4,6,5,4,4,6,6,4,18,24,21,16,50,660,0,0,0,0,6,7.33333333333333,7.4,7.25,7.5,7.66666666666667
"172",1,2013-08-12,"To increase fitness level, drop weight",2,23,4,1,4,4,1,52,40,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,9,9,9,6,6,6,1,6,6,6,1,6,6,1,1,6,6,1,1,24,24,14,4,10,240,2,30,0,0,10,10,10,9,10,9
"173",1,2013-08-12,"To reduce body fat percentage, to be healthier, to feel more alive.",2,30,5,1,6,1,1,26,16,7,8,5,5,7,6,7,9,6,9,8,7,9,6,8,4,1,3,2,3,5,4,2,7,8,7,2,6,3,1,4,6,4,2,5,6,1,1,6,5,2,1,17,23,10,5,16,500,3,80,2,60,6.66666666666667,6,6.6,2,7.5,7.33333333333333
"174",1,2013-08-12,"Health",2,38,2,3,1,64,1,300,12,7,7,7,7,7,8,8,0,9,9,7,7,7,7,8,9,8,9,8,9,0,9,7,9,9,10,7,7,7,1,7,7,7,1,7,7,1,1,7,7,2,1,28,28,17,4,20,100,5,300,1,60,7,8,8,8,7,9.33333333333333
"175",1,2013-08-12,"I want to increase my fitness and wellbeing and increase bone density",2,49,1,3,4,3,1,20,11,6,8,7,8,8,8,8,4,9,9,8,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,8.4,NA,8,NA
"176",1,2013-08-12,"I had participated frequently in physical activity in the first half of the year/end of last year, but had dropped off from doing so during mid-semester break. As I had lost weight doing so and was putting it back on, I decided to increase fitness and health by increasing physical activity (I eat healthily so exercise is my only issue).",2,21,3,1,8,6,1,52,26,6,7,6,8,8,8,9,5,7,9,7,7,7,8,9,9,8,8,8,9,5,8,8,8,8,9,4,6,6,4,5,6,6,4,5,7,4,3,5,6,5,2,19,25,21,13,7,420,3,180,0,0,6.33333333333333,8.66666666666667,8,8,7,8.33333333333333
"177",1,2013-08-13,"Due to illness have had forced inactivity now I need to become more active to improve my physicaland mental wellbeing.",2,54,4,5,34,86,1,86,34,9,9,6,7,8,7,8,7,8,9,8,8,8,6,8,6,7,7,7,7,7,7,7,7,8,8,6,6,4,4,5,5,5,2,5,NaN,5,2,5,5,5,2,21,NA,19,10,1,10,2,20,1,10,8,6.66666666666667,7.8,7,8,7.66666666666667
"178",1,2013-08-13,"To loose weight, be more healthy and active",2,22,3,1,12,12,1,4,1,10,10,8,8,8,10,10,10,6,10,7,7,10,9,10,9,8,9,10,10,10,8,10,10,10,10,6,6,4,1,6,6,4,2,5,5,3,1,6,6,5,2,23,23,16,6,8,240,1,45,1,60,9.33333333333333,9.33333333333333,8.4,9.25,7,10
"179",1,2013-08-13,"get fitter  feel better  lose weight",1,26,1,1,12,4,1,32,10,3,7,5,7,7,9,10,2,5,9,5,7,3,2,3,1,2,4,5,6,1,5,5,3,6,5,4,5,2,2,5,6,3,4,6,6,2,1,6,5,2,2,21,22,9,9,8,120,2,150,1,30,5,2,7.4,4,6,4.66666666666667
"180",1,2013-08-13,"i started to gain weight and wanted to get fit again",2,20,3,1,16,4,1,52,6,7,10,7,6,6,7,6,8,9,6,8,10,7,8,7,5,8,8,8,9,4,7,8,9,9,8,6,5,5,5,5,6,5,5,4,4,4,5,4,4,5,4,19,19,19,19,2,60,2,120,1,30,8,6.66666666666667,6.8,8,9,8.66666666666667
"181",1,2013-08-13,"My level of physical activity decreased since being back at uni. I don't feel as good as I did a few months ago",2,23,3,1,4,0,1,18,12,6,7,7,6,8,8,8,5,6,8,7,8,8,6,7,7,7,8,7,8,6,7,8,8,7,8,5,6,6,1,5,6,4,2,5,5,2,1,7,6,5,2,22,23,17,6,8,90,2,240,1,60,6.66666666666667,6.66666666666667,7.2,7.5,7.5,7.66666666666667
"182",1,2013-08-13,"the noticing of jiggly bits",2,31,3,3,16,16,1,104,24,10,10,10,9,9,10,10,9,9,9,8,9,9,8,9,9,10,8,9,9,9,9,9,8,8,8,7,7,2,1,2,7,4,NaN,5,6,1,1,7,7,4,2,21,27,11,NA,0,0,1,30,5,225,10,8.66666666666667,9.2,9,8.5,8
"183",1,2013-08-13,"Because, I wanted to lose some weight  Also got puffed real easy",2,21,1,1,15,3,1,40,10,8,6,7,5,7,9,9,7,8,7,7,6,5,8,9,6,7,8,8,8,6,7,8,7,6,6,3,6,7,2,4,7,6,3,3,5,2,2,5,6,6,2,15,24,21,9,14,7,2,150,0,0,7,7.66666666666667,7.2,7.75,6.5,6.33333333333333
"184",1,2013-08-13,"Getting closer to summer, want to be healthier",2,20,3,2,8,2,1,24,8,4,6,2,5,5,7,7,3,5,7,6,3,5,4,5,3,3,4,6,7,3,5,5,2,3,3,4,4,3,2,4,4,3,2,3,5,1,1,4,4,3,1,15,17,10,6,4,50,1,50,3,120,4,4,5.8,4.5,4.5,2.66666666666667
"185",1,2013-08-13,"improve balance and strenbthen core muscles and general well being",2,38,3,1,52,2,1,204,16,7,10,6,8,8,10,10,10,10,9,8,8,5,6,10,6,7,7,8,8,9,9,5,6,5,5,3,3,3,1,1,4,7,1,4,4,7,1,6,7,7,1,14,18,24,4,3,30,1,10,0,50,7.66666666666667,7.33333333333333,9,6.75,8,5.33333333333333
"186",1,2013-08-13,"I used to run a lot but now I find it hard to find time and motivation to get back into the rhythm of running. I remember what it felt like when I did run and I remember feeling clearer in the mind and energized for the whole day.",2,30,3,3,5,0,1,21,30,4,4,4,5,6,6,9,4,9,9,7,5,5,6,4,2,10,9,5,5,3,0,3,9,7,7,4,5,2,1,4,6,3,5,4,6,6,6,4,3,3,2,16,20,14,14,0,0,0,0,0,0,4,4,7,6.75,6,7.66666666666667
"187",1,2013-08-13,"To be fit and healthy, longevity for my daughters and to set a good example for my daughters.",2,36,1,3,32,32,1,32,32,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,5,6,4,1,4,5,6,1,5,6,1,1,6,6,5,1,20,23,16,4,6,120,3,90,1,30,8,8,8,8,8,8
"188",1,2013-08-13,"weight loss",2,22,1,2,4,0,1,16,4,8,10,5,5,6,10,10,3,10,8,10,10,7,4,7,2,6,7,9,10,9,9,9,8,8,8,6,6,5,1,2,6,6,1,2,6,5,1,4,6,6,1,14,24,22,4,2,20,0,0,0,0,7.66666666666667,4.33333333333333,7.8,7.75,10,8
"189",1,2013-08-13,"want to feel how I used to feel when I was fit.  It also will increase my productivity and not feel tired all the time. Prep for older age as I am approaching 40.",2,39,4,3,12,3,1,24,6,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,0,10,8,10,2,10,4,7,1,1,6,7,7,1,2,7,1,1,7,7,7,1,19,28,16,4,7,180,3,60,2,120,10,10,10,9.25,10,7.33333333333333
"190",1,2013-08-13,"TO LOSE WEIGHT",2,18,3,1,3,2,1,6,2,8,8,6,8,9,7,7,6,6,9,7,6,7,7,7,5,8,8,8,7,6,3,7,7,6,6,5,6,3,2,5,6,3,1,5,NaN,1,1,6,6,3,1,21,NA,10,5,6,80,1,30,0,0,7.33333333333333,6.33333333333333,7.8,7.75,6.5,6.33333333333333
"191",1,2013-08-13,"I used to work out in my younger days and was happy with the results. I want that again (and better). Also it is acceptable (some may say expected) to have some muscular physique.",1,52,3,3,26,21,1,1040,24,6,7,7,6,8,8,8,3,6,7,9,7,6,5,8,8,6,7,7,7,2,6,7,3,8,7,4,NaN,5,1,5,7,7,1,2,6,1,1,5,5,5,2,16,NA,18,5,4,50,3,110,0,0,6.66666666666667,7,7,6.75,8,6
"192",1,2013-08-13,"Want to another Everest Trek next year",1,60,5,3,10,1,1,572,30,8,8,8,9,9,9,8,8,9,9,8,8,10,7,7,7,7,7,7,7,6,7,8,9,9,9,6,4,3,1,6,5,2,1,6,6,1,1,6,6,1,1,24,21,7,4,15,1200,3,240,0,250,8,7,9,7.25,8,9
"193",1,2013-08-13,"Overall fitness and health. Improved posture.",2,19,3,2,52,1,1,5,1,4,7,2,7,7,7,7,5,4,7,5,6,6,2,8,2,9,9,9,9,9,5,9,6,5,6,2,5,6,2,2,6,6,2,2,5,2,2,6,6,6,2,12,22,20,8,5,60,1,15,1,15,4.33333333333333,4,6.4,9,5.5,5.66666666666667
"194",1,2013-08-13,"better health",1,64,2,3,20,20,1,200,26,8,9,5,5,5,5,5,7,7,7,5,5,5,7,7,7,6,6,6,8,6,6,6,5,5,5,3,6,4,3,3,5,5,4,4,4,3,4,4,5,5,4,14,20,17,15,5,120,3,90,1,300,7.33333333333333,7,5.8,6,5,5
"195",1,2013-08-13,"to offset the effects of ageing",1,60,1,3,10,20,2,NA,NA,7,6,8,7,7,8,9,4,6,9,7,7,8,6,6,7,5,6,7,7,6,7,5,4,5,5,4,5,6,5,3,5,6,4,2,3,5,4,5,6,6,4,14,19,23,17,15,150,5,60,0,0,7,6.33333333333333,7.4,5.75,7,4.66666666666667
"196",1,2013-08-14,"In hope it would make me feel better, in general, and I want to be as healthy as possible",2,23,3,2,24,20,1,52,16,2,6,4,8,8,8,7,1,6,7,1,2,2,1,7,6,5,7,8,8,2,2,0,2,2,2,6,6,4,1,6,6,2,4,5,7,1,2,7,6,2,2,24,25,9,9,2,12,0,0,1,30,4,4.66666666666667,7.4,5,1.5,2
"197",1,2013-08-14,"Weight gain, low energy, fatigue",2,43,4,3,3,1,1,156,60,6,8,6,5,7,7,5,3,5,3,4,4,1,4,2,1,5,7,7,5,3,3,0,5,0,0,1,5,5,1,5,5,5,1,3,6,1,1,5,5,5,1,14,21,16,4,3,30,1,10,0,0,6.66666666666667,2.33333333333333,5.4,4.75,4,1.66666666666667
"198",1,2013-08-14,"Wanted to take up competitive sport again.",1,18,3,1,12,3,1,12,4,6,7,6,6,7,8,8,6,5,8,4,4,3,5,7,6,4,5,5,8,7,4,5,5,5,4,2,5,5,2,3,6,6,3,2,4,2,2,3,5,6,3,10,20,19,10,17,200,1,40,0,0,6.33333333333333,6,6.8,4.75,4,4.66666666666667
"199",1,2013-08-14,"Fitness as I age",1,42,2,3,200,200,1,52,20,7,7,4,9,8,7,9,2,9,9,8,5,2,2,5,2,2,2,2,2,6,2,4,3,3,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,8.4,2.5,6.5,2.66666666666667
"200",1,2013-08-14,"I see the effects of inactivity on a daily basis in my work (not to mention I've studied it)",1,38,5,3,520,300,1,0,300,9,5,9,9,9,10,10,10,10,10,8,8,9,10,9,9,7,7,7,7,7,7,7,9,7,8,5,7,5,1,6,7,5,1,6,7,1,1,6,7,7,1,23,28,18,4,14,280,8,250,0,0,7.66666666666667,9.33333333333333,9.6,7,8,8
"201",1,2013-08-14,"Weightloss, be fit and healthy, look good",2,20,3,2,12,4,1,64,32,5,10,3,2,10,10,10,5,4,7,8,6,3,6,10,4,7,2,9,9,4,9,10,7,8,5,2,6,3,2,1,4,NaN,1,1,3,1,1,5,5,1,1,9,18,NA,5,5,120,1,10,0,0,6,6.66666666666667,6.6,7,7,6.66666666666667
"202",1,2013-08-14,"Hopefully help my mental health well being",1,22,3,2,7,2,1,12,1,8,7,8,6,8,9,9,7,8,3,9,8,8,8,8,7,8,8,7,7,8,8,8,8,6,8,6,7,4,2,6,6,6,3,6,6,3,6,6,7,2,3,24,26,15,14,5,120,2,90,1,30,7.66666666666667,7.66666666666667,6.8,7.75,8.5,7.33333333333333
"203",1,2013-08-15,"Need exercise, get fit, lose weight",1,33,5,3,20,4,1,24,6,7,8,7,7,7,8,8,7,8,7,6,6,6,7,7,7,7,7,8,8,7,7,7,7,8,7,5,5,4,2,5,6,5,3,5,5,2,2,5,6,5,2,20,22,16,9,10,250,0,0,0,0,7.33333333333333,7,7.4,7.25,6,7.33333333333333
"204",1,2013-08-15,"Due to bordem",2,19,3,1,4,2,1,8,2,6,5,4,5,7,7,7,7,6,8,6,6,5,5,6,6,7,7,7,7,7,7,7,6,6,6,4,5,3,4,5,6,4,6,4,5,3,3,5,4,3,4,18,20,13,17,10,100,2,20,0,0,5,5.66666666666667,6.6,7,6,6
"205",1,2013-08-15,"Weight and how I look",2,20,3,2,4,4,1,52,8,8,5,8,10,6,8,10,0,8,8,6,6,7,8,5,8,7,7,9,9,1,9,9,6,6,6,3,1,1,3,2,1,1,3,2,5,1,2,1,1,1,1,8,8,4,9,7,120,4,120,3,60,7,7,8,8,6,6
"206",1,2013-08-15,"Increase my fitness",2,24,3,1,12,12,1,52,15,10,10,10,10,10,10,10,10,10,10,8,8,8,8,9,6,9,9,9,9,9,9,9,8,8,8,4,6,6,1,4,6,6,1,4,6,4,1,6,6,6,1,18,24,22,4,3,45,3,60,0,0,10,7.66666666666667,10,9,8,8
"207",1,2013-08-15,"Weight gain.",2,26,4,2,16,0,1,32,16,5,6,3,6,6,3,2,2,4,7,5,4,6,6,7,4,7,7,4,4,3,3,7,5,6,6,2,4,4,2,2,5,4,4,2,4,3,1,3,4,4,1,9,17,15,8,8,80,0,0,0,0,4.66666666666667,5.66666666666667,5.2,6.25,4.5,5.66666666666667
"208",1,2013-08-15,"Feeling uncomfortable in my body.",2,18,1,1,30,12,1,104,52,5,1,4,10,10,7,7,3,9,4,3,3,3,4,4,2,1,1,1,1,0,1,0,5,4,2,3,6,5,1,5,6,5,1,2,7,1,1,5,6,3,1,15,25,14,4,10,200,5,150,1,60,3.33333333333333,3.33333333333333,8,0.75,3,3.66666666666667
"209",1,2013-08-15,"To feel more energised for other activities",2,20,3,2,16,8,1,52,2,9,10,7,8,8,5,9,2,10,10,7,6,8,8,10,8,8,9,6,10,10,10,3,9,8,8,2,7,3,1,1,7,5,4,1,6,1,1,6,7,7,1,10,27,16,7,20,200,6,120,0,0,8.66666666666667,8.66666666666667,8.2,6.5,6.5,8.33333333333333
"210",1,2013-08-15,"For a healthier lifestyle",1,18,1,2,14,12,1,60,40,7,3,8,9,9,10,10,10,8,8,7,9,6,10,10,10,9,9,9,9,8,7,4,9,8,8,5,7,2,1,7,7,1,1,5,7,1,1,7,7,1,1,24,28,5,4,4,90,4,240,0,0,6,10,8.8,7.75,8,8.33333333333333
"211",1,2013-08-15,"To get fitter for cricket season and also to improve my energy and daily lifestyle",1,20,3,2,6,2,1,52,12,7,9,8,7,8,8,10,8,10,7,8,8,8,9,9,7,8,8,8,8,8,8,8,9,8,8,5,6,4,3,5,7,3,3,5,6,2,2,6,7,2,2,21,26,11,10,3,60,2,60,2,30,8,8.33333333333333,8,8,8,8.33333333333333
"212",1,2013-08-15,"as a future health care practitioner i felt that i should live the life i promote",1,26,3,2,60,55,1,200,52,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,8,7,10,8,10,10,10,6,7,2,1,7,7,3,1,7,7,1,1,7,7,3,1,27,28,9,4,35,360,4,420,0,0,10,10,10,9.5,9.5,10
"213",1,2013-08-15,"To build a stronger immune system to get sick less often",1,20,1,1,12,4,2,NA,NA,6,5,5,4,5,5,5,5,5,5,4,4,4,3,2,2,0,2,2,2,2,2,2,2,4,0,3,4,4,4,3,5,4,4,3,4,1,2,4,5,4,3,13,18,13,13,20,30,0,0,0,0,5.33333333333333,2.33333333333333,4.8,1.5,4,2
"214",1,2013-08-15,"Body weight changes",2,21,3,2,3,1,1,50,12,6,9,6,6,5,3,6,3,5,6,2,2,5,4,6,5,6,5,2,6,5,5,5,4,4,4,3,5,5,3,2,5,2,4,3,4,2,2,5,6,6,2,13,20,15,11,6,120,1,15,0,0,7,5,5,4.5,2,4
